"","no","yes"
"1",0.247206456225458,0.752793543774542
"2",0.248926883465421,0.751073116534579
"3",0.225258863259786,0.774741136740214
"4",0.436157819042454,0.563842180957546
"5",0.247206460478066,0.752793539521934
"6",0.436157819042454,0.563842180957546
"7",0.436157819042454,0.563842180957546
"8",0.272369816761833,0.727630183238167
"9",0.433890924424211,0.566109075575789
"10",0.225258859271758,0.774741140728242
"11",0.248926883465421,0.751073116534579
"12",0.248926883465421,0.751073116534579
"13",0.247206460478066,0.752793539521934
"14",0.915701732723345,0.0842982672766552
"15",0.248926883465421,0.751073116534579
"16",0.191498339411946,0.808501660588054
"17",0.248926883465421,0.751073116534579
"18",0.905818722661919,0.0941812773380811
"19",0.316828793568873,0.683171206431127
"20",0.732834545598668,0.267165454401332
"21",0.872989963881396,0.127010036118604
"22",0.289190477060927,0.710809522939073
"23",0.225258859271758,0.774741140728242
"24",0.272369812232968,0.727630187767032
"25",0.247206456225458,0.752793543774542
