"","negative","positive"
"1",0.403444319963455,0.596555680036545
"2",0.587752819061279,0.412247180938721
"3",0.258732199668884,0.741267800331116
"4",0.258732199668884,0.741267800331116
"5",0.262470871210098,0.737529128789902
"6",0.337067753076553,0.662932246923447
"7",0.279241591691971,0.720758408308029
"8",0.279241591691971,0.720758408308029
"9",0.337067753076553,0.662932246923447
"10",0.262470871210098,0.737529128789902
"11",0.258732199668884,0.741267800331116
"12",0.258732199668884,0.741267800331116
"13",0.262470871210098,0.737529128789902
"14",0.258732199668884,0.741267800331116
"15",0.425796180963516,0.574203819036484
"16",0.262470871210098,0.737529128789902
"17",0.262470871210098,0.737529128789902
"18",0.285132676362991,0.714867323637009
"19",0.346617490053177,0.653382509946823
"20",0.285132676362991,0.714867323637009
"21",0.285132676362991,0.714867323637009
"22",0.262470871210098,0.737529128789902
"23",0.258732199668884,0.741267800331116
"24",0.268593221902847,0.731406778097153
"25",0.258732199668884,0.741267800331116
"26",0.274226546287537,0.725773453712463
"27",0.258732199668884,0.741267800331116
"28",0.258732199668884,0.741267800331116
"29",0.425796180963516,0.574203819036484
"30",0.274226546287537,0.725773453712463
"31",0.258732199668884,0.741267800331116
"32",0.262470871210098,0.737529128789902
"33",0.262470871210098,0.737529128789902
"34",0.258732199668884,0.741267800331116
"35",0.258732199668884,0.741267800331116
"36",0.258732199668884,0.741267800331116
"37",0.258732199668884,0.741267800331116
"38",0.274226546287537,0.725773453712463
"39",0.258732199668884,0.741267800331116
"40",0.399156033992767,0.600843966007233
"41",0.258732199668884,0.741267800331116
"42",0.258732199668884,0.741267800331116
"43",0.565548002719879,0.434451997280121
"44",0.258732199668884,0.741267800331116
"45",0.258732199668884,0.741267800331116
"46",0.258732199668884,0.741267800331116
"47",0.258732199668884,0.741267800331116
"48",0.274226546287537,0.725773453712463
"49",0.262470871210098,0.737529128789902
"50",0.258732199668884,0.741267800331116
"51",0.268593221902847,0.731406778097153
"52",0.262470871210098,0.737529128789902
"53",0.258732199668884,0.741267800331116
"54",0.262470871210098,0.737529128789902
"55",0.258732199668884,0.741267800331116
"56",0.258732199668884,0.741267800331116
"57",0.258732199668884,0.741267800331116
"58",0.258732199668884,0.741267800331116
"59",0.268593221902847,0.731406778097153
"60",0.258732199668884,0.741267800331116
"61",0.337067753076553,0.662932246923447
"62",0.262470871210098,0.737529128789902
"63",0.274226546287537,0.725773453712463
"64",0.304042398929596,0.695957601070404
"65",0.258732199668884,0.741267800331116
"66",0.268593221902847,0.731406778097153
"67",0.268593221902847,0.731406778097153
"68",0.268593221902847,0.731406778097153
"69",0.258732199668884,0.741267800331116
"70",0.258732199668884,0.741267800331116
"71",0.258732199668884,0.741267800331116
"72",0.451791942119598,0.548208057880402
"73",0.258732199668884,0.741267800331116
"74",0.268593221902847,0.731406778097153
"75",0.268593221902847,0.731406778097153
"76",0.258732199668884,0.741267800331116
"77",0.258732199668884,0.741267800331116
"78",0.258732199668884,0.741267800331116
"79",0.262470871210098,0.737529128789902
"80",0.50293642282486,0.49706357717514
"81",0.401070445775986,0.598929554224014
"82",0.337714612483978,0.662285387516022
"83",0.264177441596985,0.735822558403015
"84",0.262470871210098,0.737529128789902
"85",0.262470871210098,0.737529128789902
"86",0.274226546287537,0.725773453712463
"87",0.401070445775986,0.598929554224014
"88",0.5,0.5
"89",0.306991457939148,0.693008542060852
"90",0.36640402674675,0.63359597325325
"91",0.387279748916626,0.612720251083374
"92",0.306991457939148,0.693008542060852
"93",0.306991457939148,0.693008542060852
"94",0.387279748916626,0.612720251083374
"95",0.306991457939148,0.693008542060852
"96",0.262470871210098,0.737529128789902
"97",0.264177441596985,0.735822558403015
"98",0.274226546287537,0.725773453712463
"99",0.306991457939148,0.693008542060852
"100",0.262470871210098,0.737529128789902
"101",0.262470871210098,0.737529128789902
"102",0.272835671901703,0.727164328098297
"103",0.306991457939148,0.693008542060852
"104",0.264177441596985,0.735822558403015
"105",0.264177441596985,0.735822558403015
"106",0.264177441596985,0.735822558403015
"107",0.272835671901703,0.727164328098297
"108",0.264177441596985,0.735822558403015
"109",0.264177441596985,0.735822558403015
"110",0.264177441596985,0.735822558403015
"111",0.262470871210098,0.737529128789902
"112",0.589462995529175,0.410537004470825
"113",0.264177441596985,0.735822558403015
"114",0.264177441596985,0.735822558403015
"115",0.272835671901703,0.727164328098297
"116",0.306991457939148,0.693008542060852
"117",0.264177441596985,0.735822558403015
"118",0.262470871210098,0.737529128789902
"119",0.52375191450119,0.47624808549881
"120",0.5,0.5
"121",0.306991457939148,0.693008542060852
"122",0.5,0.5
"123",0.5,0.5
"124",0.272835671901703,0.727164328098297
"125",0.306991457939148,0.693008542060852
"126",0.306991457939148,0.693008542060852
"127",0.306991457939148,0.693008542060852
"128",0.262470871210098,0.737529128789902
"129",0.264177441596985,0.735822558403015
"130",0.262470871210098,0.737529128789902
"131",0.262470871210098,0.737529128789902
"132",0.439533531665802,0.560466468334198
"133",0.258732199668884,0.741267800331116
"134",0.262470871210098,0.737529128789902
"135",0.258732199668884,0.741267800331116
"136",0.258732199668884,0.741267800331116
"137",0.258732199668884,0.741267800331116
"138",0.387279748916626,0.612720251083374
"139",0.539447665214539,0.460552334785461
"140",0.258732199668884,0.741267800331116
"141",0.262470871210098,0.737529128789902
"142",0.274226546287537,0.725773453712463
"143",0.262470871210098,0.737529128789902
"144",0.258732199668884,0.741267800331116
"145",0.262470871210098,0.737529128789902
"146",0.258732199668884,0.741267800331116
"147",0.258732199668884,0.741267800331116
"148",0.262470871210098,0.737529128789902
"149",0.258732199668884,0.741267800331116
"150",0.262470871210098,0.737529128789902
"151",0.258732199668884,0.741267800331116
"152",0.399156033992767,0.600843966007233
"153",0.258732199668884,0.741267800331116
"154",0.258732199668884,0.741267800331116
"155",0.258732199668884,0.741267800331116
"156",0.272835671901703,0.727164328098297
"157",0.489717960357666,0.510282039642334
"158",0.262470871210098,0.737529128789902
"159",0.258732199668884,0.741267800331116
"160",0.262470871210098,0.737529128789902
"161",0.439533531665802,0.560466468334198
"162",0.401070445775986,0.598929554224014
"163",0.258732199668884,0.741267800331116
"164",0.36640402674675,0.63359597325325
"165",0.274226546287537,0.725773453712463
"166",0.726561188697815,0.273438811302185
"167",0.587752819061279,0.412247180938721
"168",0.735662996768951,0.264337003231049
"169",0.274226546287537,0.725773453712463
"170",0.716201901435852,0.283798098564148
"171",0.735662996768951,0.264337003231049
"172",0.726561188697815,0.273438811302185
"173",0.726561188697815,0.273438811302185
"174",0.735662996768951,0.264337003231049
"175",0.735662996768951,0.264337003231049
"176",0.726561188697815,0.273438811302185
"177",0.731406807899475,0.268593192100525
"178",0.630876481533051,0.369123518466949
"179",0.565548002719879,0.434451997280121
