"","no","yes"
"1",0.372774988412857,0.627225011587143
"2",0.368462026119232,0.631537973880768
"3",0.256423085927963,0.743576914072037
"4",0.467507779598236,0.532492220401764
"5",0.256423085927963,0.743576914072037
"6",0.467507779598236,0.532492220401764
"7",0.467507779598236,0.532492220401764
"8",0.256423085927963,0.743576914072037
"9",0.726896941661835,0.273103058338165
"10",0.256423085927963,0.743576914072037
"11",0.368462026119232,0.631537973880768
"12",0.368462026119232,0.631537973880768
"13",0.256423085927963,0.743576914072037
"14",0.550909519195557,0.449090480804443
"15",0.368462026119232,0.631537973880768
"16",0.339954823255539,0.660045176744461
"17",0.368462026119232,0.631537973880768
"18",0.550909519195557,0.449090480804443
"19",0.256423085927963,0.743576914072037
"20",0.372774988412857,0.627225011587143
"21",0.550909519195557,0.449090480804443
"22",0.256423085927963,0.743576914072037
"23",0.256423085927963,0.743576914072037
"24",0.372774988412857,0.627225011587143
"25",0.372774988412857,0.627225011587143
