"","B","M"
"1",0.00290682345073872,0.997093176549261
"2",0.000491944905110268,0.99950805509489
"3",0.122324582108184,0.877675417891816
"4",0.00995915563435671,0.990040844365643
"5",0.00251199132503254,0.997488008674967
"6",0.00026455587863562,0.999735444121364
"7",0.999878435722384,0.000121564277616054
"8",0.000288642198265994,0.999711357801734
"9",0.004601006612908,0.995398993387092
"10",0.979828072676165,0.0201719273238354
"11",0.0200247785240093,0.979975221475991
"12",0.998841521878315,0.00115847812168447
"13",0.998870089906915,0.00112991009308495
"14",0.0233269527105679,0.976673047289432
"15",0.000983508135841507,0.999016491864159
"16",0.99560805633495,0.00439194366504953
"17",0.999639995657776,0.000360004342223705
"18",0.000900378665261688,0.999099621334738
"19",0.99935740202727,0.000642597972730505
"20",0.000990040667594291,0.999009959332406
"21",0.996253587065943,0.00374641293405741
"22",0.200243445278078,0.799756554721922
"23",0.000508650991889085,0.999491349008111
"24",0.999789991494288,0.000210008505711871
"25",0.164550176121317,0.835449823878683
"26",0.995286773695069,0.00471322630493131
"27",0.999520372542639,0.000479627457361003
"28",0.11631462256897,0.88368537743103
"29",0.933496006306812,0.0665039936931876
"30",0.0598789998229014,0.940121000177099
"31",0.99968775158686,0.000312248413139954
"32",0.00339744862885191,0.996602551371148
"33",0.00026455587863562,0.999735444121364
"34",0.999509520832203,0.000490479167796828
"35",0.576263301006965,0.423736698993035
"36",0.0054222364027715,0.994577763597228
"37",0.78304572751916,0.21695427248084
"38",0.00415536456678355,0.995844635433216
"39",0.998336908932479,0.00166309106752071
"40",0.999877027531479,0.000122972468520975
"41",0.998660064140454,0.00133993585954586
"42",0.189146111930301,0.810853888069699
"43",0.879747667828576,0.120252332171424
"44",0.553805563163638,0.446194436836362
"45",0.98756005254658,0.0124399474534204
"46",0.00298865084263322,0.997011349157367
"47",0.999786245389889,0.000213754610111406
"48",0.988632037450454,0.0113679625495463
"49",0.000231305655523273,0.999768694344477
"50",0.999247945209539,0.000752054790461425
"51",0.998906870463117,0.00109312953688339
"52",0.99990682583865,9.31741613496084e-05
"53",0.00610311166327133,0.993896888336729
"54",0.00213443215393543,0.997865567846065
"55",0.990922819735456,0.009077180264544
"56",0.00423346542559832,0.995766534574402
"57",0.783093955285269,0.216906044714731
"58",0.99937723260581,0.000622767394189845
"59",0.107451500448967,0.892548499551033
"60",0.599463726558792,0.400536273441208
"61",0.00401730561549347,0.995982694384507
"62",0.000231305655523273,0.999768694344477
"63",0.966242311267451,0.0337576887325494
"64",0.00149832735757128,0.998501672642429
"65",0.999879509903199,0.000120490096800691
"66",0.00760489248927929,0.992395107510721
"67",0.995286773695069,0.00471322630493131
"68",0.999347002844203,0.000652997155797242
"69",0.999768694344477,0.000231305655523273
"70",0.99351107347432,0.00648892652567969
"71",0.993786522826444,0.00621347717355567
"72",0.999786010366308,0.000213989633692126
"73",0.00119580522937856,0.998804194770621
"74",0.489729399880759,0.51027060011924
"75",0.00347904851851108,0.996520951481489
"76",0.602313621319872,0.397686378680128
"77",0.999846104075439,0.000153895924561287
"78",0.000491944905110268,0.99950805509489
"79",0.999505877460511,0.000494122539488931
"80",0.999786245389889,0.000213754610111406
"81",0.000162845836921364,0.999837154163079
"82",0.440657330087367,0.559342669912632
"83",0.996186118864062,0.00381388113593774
"84",0.995043577795735,0.00495642220426548
"85",0.999822211509591,0.000177788490409205
"86",0.999837154163079,0.000162845836921364
"87",0.999837154163079,0.000162845836921364
"88",0.999635898325768,0.000364101674232009
"89",0.999833342412648,0.000166657587351431
"90",0.999350926009213,0.000649073990786825
"91",0.000277569534502152,0.999722430465498
"92",0.999736085998767,0.00026391400123294
"93",0.99990682583865,9.31741613496084e-05
"94",0.997388280089136,0.00261171991086418
"95",0.999617700450997,0.000382299549003411
"96",0.000898441250714567,0.999101558749286
"97",0.000394239776072267,0.999605760223928
"98",0.843573766492771,0.156426233507229
"99",0.999484347927335,0.000515652072664655
"100",0.000203215862139572,0.99979678413786
"101",0.000203215862139572,0.99979678413786
"102",0.998042578670892,0.00195742132910849
"103",0.998045497835826,0.00195450216417407
"104",0.999500882591909,0.000499117408091355
"105",0.999367583558843,0.000632416441156629
"106",0.999510396075749,0.000489603924251259
"107",0.999606312109407,0.000393687890592852
"108",0.997902115018026,0.00209788498197381
"109",0.999207997979526,0.000792002020474345
"110",0.999724956958449,0.000275043041551432
"111",0.487893338127458,0.512106661872542
"112",0.997065784270588,0.00293421572941184
"113",0.849303791011647,0.150696208988353
"114",0.996862869055649,0.00313713094435099
"115",0.995691920616914,0.00430807938308613
"116",0.99935577423957,0.000644225760430166
"117",0.981581203320767,0.0184187966792331
"118",0.000886977963133775,0.999113022036866
"119",0.960506373757595,0.0394936262424052
"120",0.999704048204291,0.000295951795708853
"121",0.991836683180992,0.00816331681900776
"122",0.993793713611122,0.00620628638887826
"123",0.978204717429524,0.0217952825704763
"124",0.99932420565478,0.000675794345219888
"125",0.999370171872349,0.000629828127651482
"126",0.981146963869497,0.0188530361305034
"127",0.998076507243564,0.00192349275643643
"128",0.99531162307791,0.00468837692208973
"129",0.990976652771877,0.00902334722812318
"130",0.860607384492189,0.139392615507811
"131",0.999307645805532,0.000692354194468034
"132",0.00163120482972431,0.998368795170276
"133",0.999643346488727,0.000356653511272648
"134",0.00760489248927929,0.992395107510721
"135",0.905701968370065,0.0942980316299351
"136",0.98398736398714,0.0160126360128595
"137",0.879747667828576,0.120252332171424
"138",0.999842231190798,0.000157768809201608
"139",0.487740773995775,0.512259226004225
"140",0.998900217341032,0.00109978265896833
"141",0.983385358231303,0.0166146417686967
"142",0.834104786067835,0.165895213932165
"143",0.00108138975433652,0.998918610245663
