"","no","yes"
"1",0.743576943874359,0.256423056125641
"2",0.743576943874359,0.256423056125641
"3",0.743576943874359,0.256423056125641
"4",0.743576943874359,0.256423056125641
"5",0.743576943874359,0.256423056125641
"6",0.743576943874359,0.256423056125641
"7",0.743576943874359,0.256423056125641
"8",0.743576943874359,0.256423056125641
"9",0.743576943874359,0.256423056125641
"10",0.743576943874359,0.256423056125641
"11",0.256423085927963,0.743576914072037
"12",0.256423085927963,0.743576914072037
"13",0.256423085927963,0.743576914072037
"14",0.256423085927963,0.743576914072037
"15",0.256423085927963,0.743576914072037
"16",0.256423085927963,0.743576914072037
"17",0.256423085927963,0.743576914072037
"18",0.256423085927963,0.743576914072037
"19",0.256423085927963,0.743576914072037
"20",0.743576943874359,0.256423056125641
"21",0.256423085927963,0.743576914072037
"22",0.256423085927963,0.743576914072037
"23",0.256423085927963,0.743576914072037
"24",0.256423085927963,0.743576914072037
"25",0.256423085927963,0.743576914072037
"26",0.256423085927963,0.743576914072037
"27",0.256423085927963,0.743576914072037
"28",0.743576943874359,0.256423056125641
"29",0.256423085927963,0.743576914072037
"30",0.256423085927963,0.743576914072037
