"","X2","X1"
"1",0.996146495219539,0.00385350478046076
"2",0.101187663874689,0.898812336125311
"3",0.0218702936818349,0.978129706318165
"4",0.0166724568351467,0.983327543164853
"5",0.986353624477154,0.0136463755228456
"6",0.989369724520501,0.0106302754794994
"7",0.990923517104245,0.00907648289575491
"8",0.0182778404258526,0.981722159574147
"9",0.0327860262968841,0.967213973703116
"10",0.982147029819275,0.0178529701807251
"11",0.0152784536200199,0.98472154637998
"12",0.0563418935530037,0.943658106446996
"13",0.0106969983663392,0.989303001633661
"14",0.984933774522957,0.0150662254770425
"15",0.0182778404258526,0.981722159574147
"16",0.990132577444672,0.00986742255532824
"17",0.999107404030964,0.000892595969036458
"18",0.986870200246188,0.0131297997538117
"19",0.48963524962556,0.51036475037444
"20",0.940442492692756,0.0595575073072437
"21",0.0402043945431243,0.959795605456876
"22",0.0140517875126865,0.985948212487313
"23",0.996447569013485,0.00355243098651492
"24",0.0102056798531829,0.989794320146817
"25",0.963146491450358,0.0368535085496424
"26",0.996886271627499,0.00311372837250123
"27",0.967432478639826,0.0325675213601736
"28",0.0534610550127312,0.946538944987269
"29",0.907214008149352,0.092785991850648
"30",0.00469041948509186,0.995309580514908
"31",0.0114016784828442,0.988598321517156
"32",0.988807738125952,0.0111922618740484
"33",0.0158078665310671,0.984192133468933
"34",0.0157043432621639,0.984295656737836
"35",0.00469041948509186,0.995309580514908
"36",0.0384017077660893,0.961598292233911
"37",0.985320781318583,0.0146792186814166
"38",0.116081167091169,0.883918832908831
"39",0.0182144682026183,0.981785531797382
"40",0.999771947656386,0.000228052343614116
"41",0.0090145088950625,0.990985491104937
"42",0.999493230798579,0.000506769201421342
"43",0.176533137784175,0.823466862215825
"44",0.00469041948509186,0.995309580514908
"45",0.837338461945532,0.162661538054468
"46",0.145929907659147,0.854070092340853
"47",0.999284020713117,0.000715979286882718
"48",0.982637330205678,0.0173626697943222
"49",0.00755004401847947,0.992449955981521
"50",0.998619542533693,0.00138045746630733
"51",0.00629978780710805,0.993700212192892
"52",0.99939747331878,0.00060252668121985
"53",0.0045904457949012,0.995409554205099
"54",0.0136614503260629,0.986338549673937
"55",0.0218702936818349,0.978129706318165
"56",0.0236888847914966,0.976311115208503
"57",0.997631039147481,0.0023689608525187
"58",0.00755004401847947,0.992449955981521
"59",0.936315770322497,0.0636842296775028
"60",0.0518819171946919,0.948118082805308
"61",0.998619542533693,0.00138045746630733
"62",0.891119150801986,0.108880849198014
"63",0.982393985111639,0.0176060148883607
"64",0.990923517104245,0.00907648289575491
"65",0.891119150801986,0.108880849198014
"66",0.990923517104245,0.00907648289575491
"67",0.973784531180902,0.0262154688190976
"68",0.0168278608353767,0.983172139164623
"69",0.936236650300417,0.0637633496995834
"70",0.00117940467601563,0.998820595323984
"71",0.00130264565688198,0.998697354343118
"72",0.0435289823383385,0.956471017661662
"73",0.0564471857575755,0.943552814242425
"74",0.99885646445307,0.00114353554693003
"75",0.768698790277101,0.231301209722899
"76",0.990923517104245,0.00907648289575491
"77",0.925553328919171,0.0744466710808289
"78",0.761543943495374,0.238456056504626
"79",0.0218702936818349,0.978129706318165
"80",0.991116142869044,0.00888385713095563
"81",0.0609980796349334,0.939001920365067
"82",0.900862133022394,0.0991378669776062
"83",0.108387517409649,0.891612482590351
"84",0.460248535862843,0.539751464137157
"85",0.0402043945431243,0.959795605456876
"86",0.0225576964502254,0.977442303549775
"87",0.972468374732118,0.0275316252678823
"88",0.985353456043383,0.0146465439566171
"89",0.948113635163297,0.0518863648367025
"90",0.948666178771502,0.0513338212284978
"91",0.0171915691156823,0.982808430884318
"92",0.0168278608353767,0.983172139164623
"93",0.459358256595229,0.540641743404771
"94",0.992291098594195,0.00770890140580505
"95",0.995172431383572,0.0048275686164283
"96",0.199942941271343,0.800057058728657
"97",0.998342816580585,0.00165718341941534
"98",0.998621637370518,0.00137836262948243
"99",0.0249944964297687,0.975005503570231
"100",0.0179093020828068,0.982090697917193
"101",0.00578975628651801,0.994210243713482
"102",0.0591177238334428,0.940882276166557
"103",0.989855289756821,0.0101447102431791
"104",0.770230193160795,0.229769806839205
"105",0.0504378703632482,0.949562129636752
"106",0.997180647216997,0.00281935278300327
"107",0.999809333172865,0.000190666827135311
"108",0.664751979497154,0.335248020502846
"109",0.00148967856653059,0.998510321433469
