"","B","M"
"1",0.260051816701889,0.739948183298111
"2",0.260051816701889,0.739948183298111
"3",0.260051816701889,0.739948183298111
"4",0.260051816701889,0.739948183298111
"5",0.260051816701889,0.739948183298111
"6",0.260051816701889,0.739948183298111
"7",0.737131118774414,0.262868881225586
"8",0.260051816701889,0.739948183298111
"9",0.260051816701889,0.739948183298111
"10",0.387636125087738,0.612363874912262
"11",0.260051816701889,0.739948183298111
"12",0.737131118774414,0.262868881225586
"13",0.737131118774414,0.262868881225586
"14",0.384278178215027,0.615721821784973
"15",0.260051816701889,0.739948183298111
"16",0.737131118774414,0.262868881225586
"17",0.737131118774414,0.262868881225586
"18",0.260051816701889,0.739948183298111
"19",0.737131118774414,0.262868881225586
"20",0.260051816701889,0.739948183298111
"21",0.737131118774414,0.262868881225586
"22",0.260051816701889,0.739948183298111
"23",0.260051816701889,0.739948183298111
"24",0.737131118774414,0.262868881225586
"25",0.737131118774414,0.262868881225586
"26",0.737131118774414,0.262868881225586
"27",0.737131118774414,0.262868881225586
"28",0.260051816701889,0.739948183298111
"29",0.719162046909332,0.280837953090668
"30",0.260051816701889,0.739948183298111
"31",0.737131118774414,0.262868881225586
"32",0.260051816701889,0.739948183298111
"33",0.260051816701889,0.739948183298111
"34",0.737131118774414,0.262868881225586
"35",0.737131118774414,0.262868881225586
"36",0.260051816701889,0.739948183298111
"37",0.278217613697052,0.721782386302948
"38",0.260051816701889,0.739948183298111
"39",0.737131118774414,0.262868881225586
"40",0.737131118774414,0.262868881225586
"41",0.737131118774414,0.262868881225586
"42",0.449244230985641,0.550755769014359
"43",0.737131118774414,0.262868881225586
"44",0.384278178215027,0.615721821784973
"45",0.737131118774414,0.262868881225586
"46",0.260051816701889,0.739948183298111
"47",0.737131118774414,0.262868881225586
"48",0.737131118774414,0.262868881225586
"49",0.260051816701889,0.739948183298111
"50",0.737131118774414,0.262868881225586
"51",0.737131118774414,0.262868881225586
"52",0.737131118774414,0.262868881225586
"53",0.260051816701889,0.739948183298111
"54",0.260051816701889,0.739948183298111
"55",0.737131118774414,0.262868881225586
"56",0.260051816701889,0.739948183298111
"57",0.582357466220856,0.417642533779144
"58",0.737131118774414,0.262868881225586
"59",0.260051816701889,0.739948183298111
"60",0.582863509654999,0.417136490345001
"61",0.260051816701889,0.739948183298111
"62",0.260051816701889,0.739948183298111
"63",0.737131118774414,0.262868881225586
"64",0.260051816701889,0.739948183298111
"65",0.737131118774414,0.262868881225586
"66",0.260051816701889,0.739948183298111
"67",0.737131118774414,0.262868881225586
"68",0.737131118774414,0.262868881225586
"69",0.642368018627167,0.357631981372833
"70",0.737131118774414,0.262868881225586
"71",0.737131118774414,0.262868881225586
"72",0.737131118774414,0.262868881225586
"73",0.260051816701889,0.739948183298111
"74",0.260051816701889,0.739948183298111
"75",0.260051816701889,0.739948183298111
"76",0.384278178215027,0.615721821784973
"77",0.737131118774414,0.262868881225586
"78",0.260051816701889,0.739948183298111
"79",0.737131118774414,0.262868881225586
"80",0.737131118774414,0.262868881225586
"81",0.260051816701889,0.739948183298111
"82",0.260051816701889,0.739948183298111
"83",0.737131118774414,0.262868881225586
"84",0.737131118774414,0.262868881225586
"85",0.737131118774414,0.262868881225586
"86",0.737131118774414,0.262868881225586
"87",0.737131118774414,0.262868881225586
"88",0.737131118774414,0.262868881225586
"89",0.737131118774414,0.262868881225586
"90",0.737131118774414,0.262868881225586
"91",0.260051816701889,0.739948183298111
"92",0.737131118774414,0.262868881225586
"93",0.737131118774414,0.262868881225586
"94",0.737131118774414,0.262868881225586
"95",0.737131118774414,0.262868881225586
"96",0.260051816701889,0.739948183298111
"97",0.260051816701889,0.739948183298111
"98",0.449244230985641,0.550755769014359
"99",0.737131118774414,0.262868881225586
"100",0.260051816701889,0.739948183298111
"101",0.260051816701889,0.739948183298111
"102",0.737131118774414,0.262868881225586
"103",0.737131118774414,0.262868881225586
"104",0.737131118774414,0.262868881225586
"105",0.737131118774414,0.262868881225586
"106",0.737131118774414,0.262868881225586
"107",0.642368018627167,0.357631981372833
"108",0.737131118774414,0.262868881225586
"109",0.737131118774414,0.262868881225586
"110",0.737131118774414,0.262868881225586
"111",0.501722872257233,0.498277127742767
"112",0.737131118774414,0.262868881225586
"113",0.737131118774414,0.262868881225586
"114",0.642368018627167,0.357631981372833
"115",0.737131118774414,0.262868881225586
"116",0.737131118774414,0.262868881225586
"117",0.737131118774414,0.262868881225586
"118",0.260051816701889,0.739948183298111
"119",0.680678486824036,0.319321513175964
"120",0.737131118774414,0.262868881225586
"121",0.737131118774414,0.262868881225586
"122",0.737131118774414,0.262868881225586
"123",0.737131118774414,0.262868881225586
"124",0.737131118774414,0.262868881225586
"125",0.737131118774414,0.262868881225586
"126",0.737131118774414,0.262868881225586
"127",0.642368018627167,0.357631981372833
"128",0.642368018627167,0.357631981372833
"129",0.737131118774414,0.262868881225586
"130",0.260051816701889,0.739948183298111
"131",0.737131118774414,0.262868881225586
"132",0.260051816701889,0.739948183298111
"133",0.737131118774414,0.262868881225586
"134",0.260051816701889,0.739948183298111
"135",0.260051816701889,0.739948183298111
"136",0.737131118774414,0.262868881225586
"137",0.737131118774414,0.262868881225586
"138",0.737131118774414,0.262868881225586
"139",0.737131118774414,0.262868881225586
"140",0.737131118774414,0.262868881225586
"141",0.642368018627167,0.357631981372833
"142",0.737131118774414,0.262868881225586
"143",0.260051816701889,0.739948183298111
