"","negative","positive"
"1",0.00150855478081435,0.998491445219186
"2",7.44439896429583e-05,0.999925556010357
"3",6.91770529994695e-05,0.999930822947001
"4",3.02493006465454e-05,0.999969750699353
"5",6.76939994664894e-05,0.999932306000534
"6",9.55724814066805e-07,0.999999044275186
"7",6.43412320167069e-05,0.999935658767983
"8",0.0012539889520804,0.99874601104792
"9",0.000656117717492299,0.999343882282508
"10",0.000990037103839714,0.99900996289616
"11",0.000432958109763626,0.999567041890236
"12",0.00133670669305896,0.998663293306941
"13",0.000481700490758352,0.999518299509242
"14",0.00277925537707935,0.997220744622921
"15",2.83083435317355e-05,0.999971691656468
"16",3.27343903702149e-05,0.99996726560963
"17",0.00382937116846027,0.99617062883154
"18",0.000338715306846371,0.999661284693154
"19",0.00132520408974013,0.99867479591026
"20",0.000910006367010996,0.999089993632989
"21",6.38179157320673e-05,0.999936182084268
"22",0.00128422285148622,0.998715777148514
"23",0.00139878916111502,0.998601210838885
"24",0.00922960948801044,0.99077039051199
"25",0.000128750209710926,0.999871249790289
"26",0.00463287643562083,0.995367123564379
"27",0.000302276587585637,0.999697723412414
"28",0.000272171628381335,0.999727828371619
"29",8.99238489738829e-05,0.999910076151026
"30",0.000580365952782769,0.999419634047217
"31",0.000265249142767376,0.999734750857233
"32",0.0018960283294106,0.998103971670589
"33",0.0385492358975276,0.961450764102472
"34",1.12806052059433e-05,0.999988719394794
"35",6.52307471816771e-05,0.999934769252818
"36",6.37851135701917e-05,0.99993621488643
"37",0.000884648445546365,0.999115351554454
"38",0.0603706570766556,0.939629342923344
"39",3.5540065376205e-05,0.999964459934624
"40",8.38065132425792e-05,0.999916193486757
"41",0.000428932317018793,0.999571067682981
"42",0.000142900790852107,0.999857099209148
"43",0.00189550133706984,0.99810449866293
"44",0.000478960567143027,0.999521039432857
"45",0.000828663340616931,0.999171336659383
"46",0.00144858406472359,0.998551415935276
"47",6.59009011408918e-05,0.999934099098859
"48",0.00772580910305209,0.992274190896948
"49",0.00394008502223819,0.996059914977762
"50",6.68153161709206e-06,0.999993318468383
"51",0.000478468972942792,0.999521531027057
"52",0.00306911857673253,0.996930881423267
"53",0.00179453998039492,0.998205460019605
"54",2.05737876113332e-05,0.999979426212389
"55",0.000166798019759384,0.999833201980241
"56",0.000477473165193087,0.999522526834807
"57",0.000126501371842669,0.999873498628157
"58",0.000407033129520062,0.99959296687048
"59",0.000132264030827001,0.999867735969173
"60",5.35623431519028e-05,0.999946437656848
"61",0.000128010618584695,0.999871989381415
"62",0.000430670241175157,0.999569329758825
"63",0.0172303761316525,0.982769623868348
"64",0.000982656388350045,0.99901734361165
"65",0.000814696890299227,0.999185303109701
"66",0.000556572892159823,0.99944342710784
"67",0.000190968300714744,0.999809031699285
"68",0.000133188053518252,0.999866811946482
"69",2.92271310206038e-05,0.999970772868979
"70",0.000303859769286374,0.999696140230714
"71",0.00121792873723348,0.998782071262767
"72",0.000859622770841506,0.999140377229158
"73",0.00102981570144112,0.998970184298559
"74",0.00437678226435068,0.995623217735649
"75",8.82821239656106e-05,0.999911717876034
"76",2.61614297289992e-05,0.999973838570271
"77",0.00254393056917857,0.997456069430821
"78",0.00298013827244226,0.997019861727558
"79",0.0362531246273023,0.963746875372698
"80",0.00404403160997824,0.995955968390022
"81",0.00569583580312494,0.994304164196875
"82",0.0127591784892644,0.987240821510736
"83",0.00212036669649318,0.997879633303507
"84",2.62776173377555e-05,0.999973722382662
"85",0.00144290637336197,0.998557093626638
"86",0.00606861259047353,0.993931387409526
"87",0.000220841096448265,0.999779158903552
"88",7.37037992509793e-05,0.999926296200749
"89",3.64154176126785e-05,0.999963584582387
"90",0.00586241600030546,0.994137583999695
"91",0.00472900120862163,0.995270998791378
"92",0.0115512800879621,0.988448719912038
"93",3.38840232728677e-05,0.999966115976727
"94",0.000165607976295723,0.999834392023704
"95",6.58035127406587e-05,0.999934196487259
"96",0.000470942386005646,0.999529057613994
"97",0.000413585821185447,0.999586414178815
"98",0.00155610062073508,0.998443899379265
"99",0.00116498346321903,0.998835016536781
"100",5.53585058757911e-05,0.999944641494124
"101",2.59269872537882e-06,0.999997407301275
"102",1.18883467159492e-06,0.999998811165328
"103",0.000646496941006602,0.999353503058993
"104",2.3151047577108e-05,0.999976848952423
"105",6.89234939971195e-05,0.999931076506003
"106",0.00209944943496676,0.997900550565033
"107",9.81209854202802e-05,0.99990187901458
"108",0.00125471163233781,0.998745288367662
"109",0.00233893484074521,0.997661065159255
"110",0.00116723080410674,0.998832769195893
"111",0.000113980171232542,0.999886019828767
"112",0.000709411347332378,0.999290588652668
"113",0.00021033939300652,0.999789660606993
"114",0.00029586303297402,0.999704136967026
"115",0.00135301298982371,0.998646987010176
"116",0.000666424539087052,0.999333575460913
"117",0.000129338968475001,0.999870661031525
"118",0.000452037816852213,0.999547962183148
"119",0.00345356241884331,0.996546437581157
"120",0.00115138865953213,0.998848611340468
"121",0.000621915764600689,0.999378084235399
"122",0.00505366469647883,0.994946335303521
"123",0.00154054584467744,0.998459454155323
"124",0.00193053525173348,0.998069464748267
"125",0.00109794537830277,0.998902054621697
"126",0.000462771546045682,0.999537228453954
"127",0.000101245010540318,0.99989875498946
"128",3.07911801717964e-05,0.999969208819828
"129",1.68773506411535e-05,0.999983122649359
"130",0.000151793232634478,0.999848206767366
"131",2.68350189668309e-05,0.999973164981033
"132",0.00146988672243797,0.998530113277562
"133",0.00117238913010642,0.998827610869894
"134",0.00216031686414619,0.997839683135854
"135",0.00230021298036487,0.997699787019635
"136",7.01005667782528e-05,0.999929899433222
"137",1.37070733398081e-05,0.99998629292666
"138",0.00178860538053738,0.998211394619463
"139",0.00605520504611534,0.993944794953885
"140",0.00150019814270241,0.998499801857298
"141",5.24489732828259e-05,0.999947551026717
"142",0.00150987119434398,0.998490128805656
"143",0.00204713355674335,0.997952866443257
"144",0.00108282744199373,0.998917172558006
"145",0.000711623692854269,0.999288376307146
"146",0.000117997339753484,0.999882002660247
"147",3.23046147052697e-05,0.999967695385295
"148",0.00038253378350106,0.999617466216499
"149",0.000261785035207462,0.999738214964793
"150",0.000124163454967463,0.999875836545033
"151",1.62232111315941e-05,0.999983776788868
"152",0.0288723109400951,0.971127689059905
"153",0.00136008906019602,0.998639910939804
"154",0.00271239524777345,0.997287604752227
"155",2.2625169671775e-05,0.999977374830328
"156",4.45974504331703e-05,0.999955402549567
"157",0.0102120889349109,0.989787911065089
"158",0.000444539138853228,0.999555460861147
"159",6.6926103335252e-05,0.999933073896665
"160",0.000238649657840928,0.999761350342159
"161",0.0113832117365857,0.988616788263414
"162",0.00109595811606822,0.998904041883932
"163",5.89189549875524e-05,0.999941081045012
"164",0.000690436055172161,0.999309563944828
"165",0.998336820398581,0.00166317960141882
"166",0.998773974550922,0.00122602544907813
"167",0.998311697278301,0.00168830272169929
