"","no","yes"
"1",0.978273275084253,0.0217267249157471
"2",0.97476719464161,0.0252328053583901
"3",0.93905487873792,0.0609451212620795
"4",0.991264700195308,0.00873529980469168
"5",0.993036995386164,0.00696300461383637
"6",0.991893620929063,0.00810637907093714
"7",0.840580581395644,0.159419418604356
"8",0.966198983627405,0.0338010163725946
"9",0.862948289200902,0.137051710799098
"10",0.769054029309135,0.230945970690865
"11",0.0125344478406724,0.987465552159328
"12",0.00503740268194819,0.994962597318052
"13",0.00148426134199886,0.998515738658001
"14",7.67964558108236e-05,0.999923203544189
"15",3.31862177505027e-06,0.999996681378225
"16",5.65312861376954e-05,0.999943468713862
"17",2.44161435403178e-07,0.999999755838565
"18",2.09588099631119e-06,0.999997904119004
"19",2.09588099631119e-06,0.999997904119004
"20",0.954630938611464,0.0453690613885365
"21",3.06321787986175e-05,0.999969367821201
"22",1.32365646632326e-06,0.999998676343534
"23",2.62814438799497e-05,0.99997371855612
"24",0.000321151828692745,0.999678848171307
"25",0.000275549516615903,0.999724450483384
"26",9.73853869767893e-08,0.999999902614613
"27",0.000202847715952248,0.999797152284048
"28",0.907251912255234,0.0927480877447655
"29",1.42407290825153e-05,0.999985759270917
"30",0.000149324908605419,0.999850675091395
