"","X1","X2"
"3",0.999679353827497,0.000320646172503023
"8",0.789593648012173,0.210406351987827
"10",0.962442310092561,0.0375576899074394
"14",0.336089750232092,0.663910249767908
"26",0.407675765724807,0.592324234275193
"35",0.174083293791535,0.825916706208465
"38",0.99967905207091,0.000320947929090178
"46",0.699322524965833,0.300677475034167
"55",0.999844783682942,0.000155216317058285
"57",0.977668481659972,0.0223315183400279
"66",0.956632131333025,0.0433678686669752
"67",0.999802103274333,0.000197896725667175
"71",0.99975493237737,0.000245067622630322
"73",0.999848056318518,0.000151943681481963
"77",0.999957203362894,4.27966371063936e-05
"78",0.407353249906376,0.592646750093624
"81",0.996760835204105,0.00323916479589487
"83",0.99995265898043,4.73410195699219e-05
"84",0.918185937563719,0.0818140624362811
"85",0.997934781955815,0.00206521804418489
"87",0.338898811906018,0.661101188093982
"89",0.999724836572694,0.000275163427306216
"90",0.999756105006539,0.000243894993461357
"102",0.999812841027674,0.00018715897232621
"104",0.997825758612534,0.00217424138746585
"107",0.96767667848622,0.03232332151378
"109",0.998887883523067,0.00111211647693334
"110",0.993346036583474,0.00665396341652648
"115",0.929802649901622,0.0701973500983783
"118",0.930589375654727,0.0694106243452729
"119",0.985848998699656,0.0141510013003445
"121",0.999280951041098,0.000719048958901806
"122",0.999893811906672,0.000106188093327443
"129",0.99982745128827,0.000172548711730358
"134",0.55707823206784,0.44292176793216
"137",0.999947916417201,5.20835827985843e-05
"143",0.999680474451855,0.000319525548145485
"147",0.999797759067589,0.000202240932411027
"148",0.772254025252415,0.227745974747585
"150",0.992749915067699,0.007250084932301
"151",0.99995657781695,4.34221830501376e-05
"159",0.943109801690067,0.0568901983099328
"161",0.999658430074942,0.000341569925058309
"164",0.990312754690296,0.00968724530970387
"168",0.865732694272891,0.134267305727109
"169",0.287857022322075,0.712142977677925
"171",0.334092393776744,0.665907606223256
"184",0.995429924205797,0.00457007579420298
"187",0.997189621872439,0.00281037812756064
"191",0.722105962643402,0.277894037356598
"192",0.999890402773086,0.000109597226913521
"193",0.683548900227931,0.316451099772069
"196",0.489939587519315,0.510060412480685
"201",0.264831769077422,0.735168230922578
"202",0.999842112959556,0.000157887040443578
"204",0.999892930408656,0.000107069591343667
"211",0.999966214875796,3.37851242035329e-05
"214",0.713812742879463,0.286187257120537
"219",0.628701936440613,0.371298063559387
"228",0.17564221618916,0.82435778381084
"232",0.31261515181984,0.68738484818016
"234",0.284972998052521,0.715027001947479
"238",0.999809793982993,0.0001902060170068
"241",0.998620073568792,0.00137992643120823
"249",0.416767781381311,0.583232218618689
"253",0.816345075402437,0.183654924597563
"254",0.999580786030647,0.000419213969353282
"266",0.809414467438125,0.190585532561875
"268",0.999974158222839,2.58417771609535e-05
"275",0.999475028375814,0.000524971624185672
"277",0.999536527378424,0.000463472621575516
"281",0.203397337678508,0.796602662321492
"285",0.399322004045054,0.600677995954946
"295",0.967070050079354,0.0329299499206462
"303",0.951005762425664,0.0489942375743358
"308",0.703156271028505,0.296843728971495
"310",0.999956958427974,4.3041572025434e-05
"313",0.890723598310992,0.109276401689008
"314",0.924895801906408,0.0751041980935923
"328",0.9999695233994,3.04766005998224e-05
"329",0.999631050195746,0.000368949804253923
"330",0.861078053924478,0.138921946075522
"336",0.999240334563789,0.000759665436210758
"348",0.99590009823661,0.00409990176338969
"356",0.625053763302781,0.374946236697219
"366",0.999843157105607,0.000156842894392895
"373",0.705432733578768,0.294567266421232
"377",0.999064806923616,0.000935193076383728
"383",0.738842233075613,0.261157766924387
"384",0.999890192193393,0.000109807806607299
"389",0.257030107851409,0.742969892148591
"393",0.702501531868693,0.297498468131307
"395",0.248437699257638,0.751562300742362
"399",0.99963798546483,0.00036201453516959
"404",0.989746133093731,0.0102538669062687
"408",0.513839394780262,0.486160605219738
"410",0.842057405265881,0.157942594734119
"412",0.999720387906329,0.000279612093670847
"413",0.999968531847537,3.14681524625399e-05
"418",0.79196702385769,0.20803297614231
"424",0.749358242745595,0.250641757254405
"429",0.995861372529362,0.00413862747063756
"436",0.943974852440229,0.0560251475597709
"439",0.999876135902775,0.000123864097225392
"441",0.997742199457804,0.00225780054219642
"442",0.745108550276452,0.254891449723548
"445",0.87296006128876,0.12703993871124
"446",0.995717310691893,0.00428268930810706
"447",0.946457048809982,0.0535429511900181
"449",0.999900134419842,9.98655801573659e-05
"456",0.983893685017837,0.0161063149821635
"459",0.999847079382065,0.000152920617935122
"461",0.897909540083103,0.102090459916897
"463",0.99994286577232,5.71342276801004e-05
"471",0.863184158576536,0.136815841423464
"472",0.750729861142553,0.249270138857447
"479",0.178125915625826,0.821874084374174
"488",0.999829039679091,0.000170960320909026
"489",0.903946465475599,0.0960535345244014
"494",0.990776516978231,0.00922348302176891
"503",0.774254246289143,0.225745753710857
"504",0.999533219613735,0.00046678038626462
"505",0.989486491134181,0.0105135088658195
"506",0.993118969181363,0.00688103081863664
"509",0.999466372765794,0.000533627234205836
"511",0.999625638583941,0.000374361416058798
"513",0.985329437625892,0.0146705623741084
"516",0.999822169736606,0.000177830263394291
"520",0.999496940131598,0.000503059868401958
"521",0.993572882642149,0.00642711735785052
"528",0.974897143509509,0.0251028564904913
"532",0.9983973128913,0.00160268710869984
"534",0.52821143632049,0.47178856367951
"537",0.980364067541304,0.0196359324586955
"548",0.998968151050855,0.00103184894914534
"552",0.999909883264383,9.01167356169002e-05
"556",0.922757481975915,0.0772425180240849
"568",0.999946327179349,5.36728206512217e-05
"569",0.999725599120078,0.000274400879921636
"577",0.496334722006886,0.503665277993114
"585",0.740884512792789,0.259115487207211
"588",0.941524567399762,0.0584754326002381
"591",0.99982035666236,0.000179643337640142
"595",0.999530159674846,0.000469840325153726
"598",0.999816210807538,0.000183789192462035
"600",0.99974958748843,0.000250412511570105
"607",0.359038032026789,0.640961967973211
"609",0.999591758089403,0.000408241910597376
"614",0.999723015163611,0.000276984836388589
"618",0.653402894349638,0.346597105650361
"620",0.783294951157772,0.216705048842228
"622",0.998177127221633,0.00182287277836668
"630",0.999788253984637,0.000211746015362617
"631",0.959035947271521,0.0409640527284785
"632",0.899060428194446,0.100939571805554
"633",0.9998617275973,0.000138272402699881
"634",0.999682828005355,0.000317171994644927
"640",0.999795800506417,0.000204199493583005
"642",0.75054368600906,0.24945631399094
"645",0.989336465295651,0.010663534704349
"647",0.791999525486699,0.208000474513301
"648",0.999814144130132,0.000185855869867712
"649",0.758925010359486,0.241074989640514
"651",0.597777313551178,0.402222686448822
"653",0.999783100948336,0.000216899051663948
"657",0.269917647337206,0.730082352662794
"660",0.920614488341415,0.0793855116585852
"662",0.617549421876276,0.382450578123724
"665",0.999643961834012,0.000356038165988122
"668",0.169450157177582,0.830549842822418
"677",0.559044385899045,0.440955614100955
"680",0.771240152209592,0.228759847790408
"683",0.999848191651812,0.000151808348188002
"685",0.345672914181043,0.654327085818957
"689",0.977168863427191,0.0228311365728093
"695",0.467573318478784,0.532426681521216
"699",0.995959530710102,0.0040404692898981
"700",0.999893973679709,0.000106026320290706
"707",0.999731987485038,0.000268012514961944
"721",0.999573405503328,0.00042659449667252
"726",0.999781043985455,0.000218956014545479
"735",0.982148219186625,0.0178517808133752
"737",0.666076407972846,0.333923592027154
"738",0.999950469466612,4.95305333875671e-05
"742",0.999691731668634,0.000308268331366354
"743",0.810854482102531,0.18914551789747
"746",0.664410852780641,0.335589147219359
"753",0.55083928294259,0.44916071705741
"760",0.653526214037081,0.346473785962919
"763",0.144258833485408,0.855741166514592
"770",0.165713823130534,0.834286176869466
"780",0.0865426670961227,0.913457332903877
"786",0.101281419447374,0.898718580552626
"788",0.0541185106258632,0.945881489374137
"793",0.0850073113695364,0.914992688630464
"810",0.0810892474048672,0.918910752595133
"812",0.346441062127559,0.653558937872441
"818",0.0570800285724379,0.942919971427562
"820",0.185070849262552,0.814929150737448
"828",0.0324005495258666,0.967599450474133
"835",0.173269198027707,0.826730801972293
"839",0.0768273446086081,0.923172655391392
"848",0.071392854060428,0.928607145939572
"859",0.458970923124661,0.541029076875339
"860",0.447979843733383,0.552020156266617
"861",0.0881553293423629,0.911844670657637
"862",0.0850433505443161,0.914956649455684
"867",0.0455178707770407,0.954482129222959
