"","NO","YES"
"1",0.997570767540188,0.00242923245981153
"2",0.997222418029086,0.00277758197091393
"3",0.997164700634195,0.00283529936580507
"4",0.999999999888222,1.11777587186168e-10
"5",0.0011338267060137,0.998866173293986
"6",0.998842567359632,0.00115743264036827
"7",0.998555364341315,0.00144463565868491
"8",0.00118473694158738,0.998815263058413
"9",5.39539852573157e-07,0.999999460460147
"10",0.0901699279712351,0.909830072028765
"11",0.99999999990699,9.30096000217873e-11
"12",6.38787066020718e-07,0.999999361212934
"13",0.848875886504321,0.151124113495679
"14",0.9999999998828,1.1720002746074e-10
"15",0.998364791401527,0.00163520859847255
"16",0.111081253882318,0.888918746117682
"17",0.912100244082085,0.0878997559179145
"18",3.10006004162755e-05,0.999968999399584
"19",0.997004698071708,0.00299530192829189
"20",0.999999992507958,7.49204209782306e-09
"21",0.999999336161143,6.63838857106747e-07
"22",0.903783009472784,0.0962169905272164
"23",0.995357090140565,0.0046429098594355
"24",0.997062856044548,0.00293714395545175
"25",0.00121760794762149,0.998782392052379
"26",0.0751397116987492,0.924860288301251
"27",0.145857577893839,0.854142422106161
"28",0.9975389746721,0.00246102532789994
"29",0.998176660026606,0.00182333997339357
"30",0.00200662104841287,0.997993378951587
"31",0.110435102937243,0.889564897062757
"32",0.0011975535833072,0.998802446416693
"33",0.999999348439293,6.51560707276566e-07
"34",0.847894001208025,0.152105998791975
"35",0.00473373186154269,0.995266268138457
"36",0.883411800436522,0.116588199563478
"37",2.8678806730853e-05,0.999971321193269
"38",0.170908442401991,0.829091557598009
"39",7.43019502702502e-07,0.999999256980497
"40",0.108849086975376,0.891150913024624
"41",0.902209814999967,0.0977901850000332
"42",3.12900174698205e-05,0.99996870998253
"43",0.0554329694147013,0.944567030585299
"44",0.999980377320867,1.96226791325804e-05
"45",0.00258563536872458,0.997414364631275
"46",6.97008101679941e-07,0.999999302991898
"47",0.00203827042374871,0.997961729576251
"48",0.999999561673069,4.3832693064072e-07
"49",0.00174879563494656,0.998251204365053
"50",0.141848347904149,0.858151652095851
"51",0.052395405560734,0.947604594439266
"52",0.905573358688147,0.094426641311853
"53",3.5551731003558e-07,0.99999964448269
"54",0.00245844161988151,0.997541558380118
"55",0.999999999811848,1.88151938473879e-10
"56",0.0695245503065751,0.930475449693425
"57",0.999958095324585,4.19046754150942e-05
"58",0.152603404605004,0.847396595394996
"59",0.999955195921907,4.48040780928194e-05
"60",0.00237092225913194,0.997629077740868
"61",3.31512633405806e-05,0.999966848736659
"62",0.999999508610671,4.91389329115854e-07
"63",0.00119568904413603,0.998804310955864
"64",0.999952665197107,4.73348028933174e-05
"65",0.862868275241905,0.137131724758095
"66",0.998015282552492,0.00198471744750772
"67",0.999971606589432,2.83934105678174e-05
"68",0.880326719642712,0.119673280357288
"69",0.123150146617169,0.876849853382831
"70",0.999999989913454,1.00865461538646e-08
"71",0.999974245525772,2.57544742283677e-05
"72",4.09049791090244e-05,0.999959095020891
"73",0.999967398583149,3.26014168510191e-05
