"","X3","X1","X2"
"1",0.209897443652153,0.592587649822235,0.197514906525612
"2",0.231213435530663,0.549811363220215,0.218975260853767
"3",0.209897443652153,0.592587649822235,0.197514906525612
"4",0.599447309970856,0.204874724149704,0.195677936077118
"5",0.572069585323334,0.218877881765366,0.209052488207817
"6",0.39366739988327,0.307888776063919,0.298443794250488
"7",0.54025262594223,0.235151648521423,0.224595710635185
"8",0.601253509521484,0.202478915452957,0.196267545223236
"9",0.573911547660828,0.216362863779068,0.209725588560104
"10",0.562373161315918,0.222221925854683,0.215404912829399
"11",0.202284798026085,0.600818932056427,0.196896255016327
"12",0.563968122005463,0.229939922690392,0.206091940402985
"13",0.246161282062531,0.565389275550842,0.188449427485466
"14",0.209897443652153,0.592587649822235,0.197514906525612
"15",0.209897443652153,0.592587649822235,0.197514906525612
"16",0.209897443652153,0.592587649822235,0.197514906525612
"17",0.206739500164986,0.59746378660202,0.195796728134155
"18",0.442811608314514,0.326608210802078,0.230580195784569
"19",0.216862171888351,0.579375743865967,0.203762084245682
"20",0.448013663291931,0.405740976333618,0.146245360374451
"21",0.29163858294487,0.453022807836533,0.255338609218597
"22",0.247513577342033,0.522372901439667,0.2301135212183
"23",0.202284798026085,0.600818932056427,0.196896255016327
"24",0.209897443652153,0.592587649822235,0.197514906525612
"25",0.276014804840088,0.542000770568848,0.181984394788742
"26",0.54746401309967,0.252475142478943,0.200060814619064
"27",0.53417044878006,0.236542955040932,0.229286625981331
"28",0.368085950613022,0.352863848209381,0.279050201177597
"29",0.205241620540619,0.59498405456543,0.199774280190468
"30",0.209897443652153,0.592587649822235,0.197514906525612
