"","NO","YES"
"1",0.929130584085478,0.0708694159145222
"2",0.927633194615111,0.0723668053848895
"3",3.04283376273418e-08,0.999999969571662
"4",0.999996214757013,3.78524298727534e-06
"5",0.999999999820782,1.79217973794721e-10
"6",0.999999973187292,2.68127078317804e-08
"7",0.99999997344529,2.65547097644259e-08
"8",0.999999999998738,1.26243460130127e-12
"9",0.999999999998798,1.20237153566904e-12
"10",0.999999999998723,1.27653443371400e-12
"11",0.0821646352966335,0.917835364703366
"12",0.999999999998717,1.28275168265191e-12
"13",0.999996045144404,3.95485559578912e-06
"14",0.999999973633306,2.63666944944063e-08
"15",0.999999972891356,2.710864432931e-08
"16",2.85533275912186e-08,0.999999971446672
"17",0.999444586300797,0.0005554136992032
"18",4.36589780994368e-06,0.99999563410219
"19",0.999999999805889,1.94110727491648e-10
"20",0.925921559589922,0.0740784404100785
"21",0.927953587903221,0.0720464120967788
"22",0.999996098037539,3.90196246113916e-06
"23",0.999999999816246,1.83754234051037e-10
"24",0.999497005460489,0.000502994539510859
"25",0.999999999810941,1.89059212729603e-10
"26",0.000643247911715217,0.999356752088285
"27",0.00060906852173781,0.999390931478262
"28",0.999996117822241,3.88217775926236e-06
"29",0.999999974015,2.59850000405848e-08
"30",0.0837518614541787,0.916248138545821
"31",0.999999999999991,9.10382880192628e-15
"32",0.926873342300098,0.0731266576999022
"33",0.999452860329933,0.000547139670066588
"34",0.999999973788672,2.62113275528719e-08
"35",0.930251304565701,0.0697486954342992
"36",0.999999974172089,2.582791069905e-08
"37",0.000622788011487407,0.999377211988513
"38",0.999999999817512,1.82488135713754e-10
"39",0.999996247411284,3.75258871587736e-06
"40",0.999996348772497,3.6512275033429e-06
"41",0.999996245979315,3.75402068508723e-06
"42",0.999999999999991,8.65973959207622e-15
"43",0.92707250002978,0.07292749997022
"44",0.999996170720563,3.82927943720635e-06
"45",0.999996246279866,3.75372013428077e-06
"46",0.999468818477962,0.000531181522038016
"47",0.99999611560808,3.88439191978396e-06
"48",0.99941142026476,0.000588579735239847
"49",0.999999973806873,2.61931270006954e-08
"50",3.04869305356448e-08,0.999999969513069
"51",4.35428629241841e-06,0.999995645713708
"52",0.0817972879970472,0.918202712002953
"53",0.999996158809877,3.84119012297734e-06
"54",0.0814446826626433,0.918555317337357
"55",0.928245177421506,0.0717548225784939
"56",0.999466842930107,0.000533157069892654
"57",0.000614014146146369,0.999385985853854
"58",4.41559317820861e-06,0.999995584406822
"59",0.999999973284351,2.67156486932763e-08
"60",0.99999999981637,1.83629889072279e-10
"61",0.999999999813532,1.86468174234733e-10
"62",0.930174451589283,0.069825548410717
"63",0.999999999822385,1.77614811747162e-10
"64",0.999999973486395,2.65136045340952e-08
"65",0.999999974132634,2.58673655828545e-08
"66",0.999999999812261,1.87738824486416e-10
"67",0.999996310408817,3.68959118324241e-06
"68",0.999999999998664,1.33570932092653e-12
"69",0.999999999999991,9.2148511043888e-15
"70",0.000610874472483314,0.999389125527517
"71",0.999996125046173,3.87495382736525e-06
"72",0.000646902070815858,0.999353097929184
"73",0.999459619743965,0.000540380256035311
"74",4.19613435231891e-06,0.999995803865648
"75",0.999999999806486,1.93513982615912e-10
"76",0.999996143079297,3.85692070314914e-06
"77",0.0790627734144146,0.920937226585585
"78",0.000592213019221188,0.999407786980779
"79",0.999999999814534,1.85466308977311e-10
"80",0.999999999999991,9.10382880192628e-15
"81",0.999999999811531,1.88469018169712e-10
"82",0.999999999813645,1.86355264553129e-10
"83",0.999457379002945,0.000542620997055043
"84",0.999996283956977,3.71604302296102e-06
"85",0.928216749682074,0.0717832503179262
"86",0.999996325234784,3.67476521589971e-06
"87",0.928501027799531,0.071498972200469
"88",0.999999999998729,1.27131638549827e-12
"89",0.000642319881275388,0.999357680118725
"90",0.999999999822023,1.77977299564702e-10
"91",0.999999999814564,1.85436443977949e-10
"92",0.999999999812419,1.87580506683105e-10
"93",0.999999973969421,2.60305786925485e-08
"94",0.999999999814119,1.85880866254706e-10
"95",0.999999999814805,1.85194637403185e-10
"96",0.999438873078978,0.000561126921021726
"97",0.999999972596157,2.74038434167068e-08
"98",0.999999999814571,1.85428561394474e-10
"99",0.999456697662434,0.00054330233756561
"100",0.999996217761158,3.78223884167639e-06
"101",0.999999973858231,2.61417691937993e-08
"102",0.926407134310813,0.0735928656891865
"103",0.999999974222959,2.57770406131286e-08
"104",0.999456021962185,0.000543978037814585
"105",0.999999972353151,2.76468490323367e-08
"106",0.99946157182107,0.000538428178930017
"107",4.01814603545603e-06,0.999995981853965
"108",3.08195545750678e-08,0.999999969180445
"109",0.999999973177889,2.68221106436428e-08
"110",0.999459153714578,0.000540846285421503
"111",0.99999999981835,1.81649695285557e-10
"112",0.927249131118133,0.0727508688818665
"113",4.29647879995887e-06,0.9999957035212
"114",0.999999974029945,2.59700545512942e-08
"115",0.000618055148746466,0.999381944851254
"116",3.08498605550156e-08,0.999999969150139
"117",0.0802012991025458,0.919798700897454
"118",0.999996208224508,3.79177549192367e-06
"119",0.999999999820762,1.79237957809164e-10
"120",0.999999999813438,1.86562321147221e-10
"121",4.2491521254906e-06,0.999995750847875
"122",0.999459715370756,0.000540284629244492
"123",2.90139217096197e-08,0.999999970986078
"124",0.999999973248447,2.67515534169149e-08
"125",0.999999971444593,2.85554065948546e-08
"126",0.999996240984339,3.75901566118664e-06
"127",0.999999999816194,1.83806414533194e-10
"128",4.24897080764097e-06,0.999995751029192
"129",3.04524536698381e-08,0.999999969547546
"130",0.999999999806675,1.93324689590213e-10
"131",0.99999999979594,2.04059769082221e-10
"132",4.33751603157173e-06,0.999995662483968
"133",0.999999999808615,1.9138501894389e-10
"134",4.36814464022106e-06,0.99999563185536
"135",3.0540421747105e-08,0.999999969459578
"136",0.999999999998751,1.2490009027033e-12
"137",4.37296963662348e-06,0.999995627030363
"138",0.92633894832662,0.0736610516733799
"139",0.999996297162894,3.70283710648955e-06
"140",4.36955506499803e-06,0.999995630444935
"141",0.999996218121936,3.78187806437946e-06
"142",0.999999974818537,2.51814633589476e-08
"143",3.0540421747105e-08,0.999999969459578
"144",0.999996124761897,3.87523810274626e-06
"145",0.999996131810914,3.86818908559849e-06
"146",0.924860527873386,0.0751394721266141
"147",0.0793814963605097,0.92061850363949
"148",3.04362630654254e-08,0.999999969563737
"149",4.37096073491183e-06,0.999995629039265
"150",0.999999973887183,2.61128166867408e-08
"151",0.999999999998658,1.34159350295704e-12
"152",0.999996244772481,3.75522751894231e-06
"153",0.931020399920553,0.0689796000794471
"154",0.999999999998755,1.24467103290726e-12
"155",0.999996286833223,3.71316677727496e-06
"156",0.928988163730254,0.0710118362697456
"157",0.999996400522663,3.59947733719057e-06
"158",0.0824510136646081,0.917548986335392
"159",0.999999999821358,1.78642101111848e-10
"160",0.999996264842037,3.73515796303625e-06
"161",0.999460813044492,0.000539186955507587
"162",0.000586269272286222,0.999413730727714
"163",4.2530908803684e-06,0.99999574690912
"164",4.29189771489202e-06,0.999995708102285
"165",0.999999973680716,2.63192840854742e-08
"166",0.000621098601669146,0.999378901398331
"167",3.23137906432791e-08,0.999999967686209
"168",3.07806330424043e-08,0.999999969219367
"169",4.14275784765827e-06,0.999995857242152
"170",0.0831602495124411,0.916839750487559
"171",0.999460536770552,0.000539463229448311
"172",0.999999999998708,1.29185551145383e-12
"173",0.999996215315992,3.78468400752396e-06
"174",0.0834896769792609,0.916510323020739
"175",0.999999972782216,2.7217784137612e-08
"176",0.000616625244407532,0.999383374755592
