"","NO","YES"
"1",0.743576943874359,0.256423056125641
"2",0.743576943874359,0.256423056125641
"3",0.256423085927963,0.743576914072037
"4",0.743576943874359,0.256423056125641
"5",0.743576943874359,0.256423056125641
"6",0.743576943874359,0.256423056125641
"7",0.743576943874359,0.256423056125641
"8",0.743576943874359,0.256423056125641
"9",0.743576943874359,0.256423056125641
"10",0.743576943874359,0.256423056125641
"11",0.256423085927963,0.743576914072037
"12",0.743576943874359,0.256423056125641
"13",0.743576943874359,0.256423056125641
"14",0.743576943874359,0.256423056125641
"15",0.743576943874359,0.256423056125641
"16",0.256423085927963,0.743576914072037
"17",0.743576943874359,0.256423056125641
"18",0.256423085927963,0.743576914072037
"19",0.743576943874359,0.256423056125641
"20",0.743576943874359,0.256423056125641
"21",0.743576943874359,0.256423056125641
"22",0.743576943874359,0.256423056125641
"23",0.743576943874359,0.256423056125641
"24",0.743576943874359,0.256423056125641
"25",0.743576943874359,0.256423056125641
"26",0.256423085927963,0.743576914072037
"27",0.256423085927963,0.743576914072037
"28",0.743576943874359,0.256423056125641
"29",0.743576943874359,0.256423056125641
"30",0.256423085927963,0.743576914072037
"31",0.743576943874359,0.256423056125641
"32",0.743576943874359,0.256423056125641
"33",0.743576943874359,0.256423056125641
"34",0.743576943874359,0.256423056125641
"35",0.743576943874359,0.256423056125641
"36",0.743576943874359,0.256423056125641
"37",0.256423085927963,0.743576914072037
"38",0.743576943874359,0.256423056125641
"39",0.743576943874359,0.256423056125641
"40",0.743576943874359,0.256423056125641
"41",0.743576943874359,0.256423056125641
"42",0.743576943874359,0.256423056125641
"43",0.743576943874359,0.256423056125641
"44",0.743576943874359,0.256423056125641
"45",0.743576943874359,0.256423056125641
"46",0.743576943874359,0.256423056125641
"47",0.743576943874359,0.256423056125641
"48",0.743576943874359,0.256423056125641
"49",0.743576943874359,0.256423056125641
"50",0.256423085927963,0.743576914072037
"51",0.256423085927963,0.743576914072037
"52",0.256423085927963,0.743576914072037
"53",0.743576943874359,0.256423056125641
"54",0.256423085927963,0.743576914072037
"55",0.743576943874359,0.256423056125641
"56",0.743576943874359,0.256423056125641
"57",0.256423085927963,0.743576914072037
"58",0.256423085927963,0.743576914072037
"59",0.743576943874359,0.256423056125641
"60",0.743576943874359,0.256423056125641
"61",0.743576943874359,0.256423056125641
"62",0.743576943874359,0.256423056125641
"63",0.743576943874359,0.256423056125641
"64",0.743576943874359,0.256423056125641
"65",0.743576943874359,0.256423056125641
"66",0.743576943874359,0.256423056125641
"67",0.743576943874359,0.256423056125641
"68",0.743576943874359,0.256423056125641
"69",0.743576943874359,0.256423056125641
"70",0.256423085927963,0.743576914072037
"71",0.743576943874359,0.256423056125641
"72",0.256423085927963,0.743576914072037
"73",0.743576943874359,0.256423056125641
"74",0.256423085927963,0.743576914072037
"75",0.743576943874359,0.256423056125641
"76",0.743576943874359,0.256423056125641
"77",0.256423085927963,0.743576914072037
"78",0.256423085927963,0.743576914072037
"79",0.743576943874359,0.256423056125641
"80",0.743576943874359,0.256423056125641
"81",0.743576943874359,0.256423056125641
"82",0.743576943874359,0.256423056125641
"83",0.743576943874359,0.256423056125641
"84",0.743576943874359,0.256423056125641
"85",0.743576943874359,0.256423056125641
"86",0.743576943874359,0.256423056125641
"87",0.743576943874359,0.256423056125641
"88",0.743576943874359,0.256423056125641
"89",0.256423085927963,0.743576914072037
"90",0.743576943874359,0.256423056125641
"91",0.743576943874359,0.256423056125641
"92",0.743576943874359,0.256423056125641
"93",0.743576943874359,0.256423056125641
"94",0.743576943874359,0.256423056125641
"95",0.743576943874359,0.256423056125641
"96",0.743576943874359,0.256423056125641
"97",0.743576943874359,0.256423056125641
"98",0.743576943874359,0.256423056125641
"99",0.743576943874359,0.256423056125641
"100",0.743576943874359,0.256423056125641
"101",0.743576943874359,0.256423056125641
"102",0.743576943874359,0.256423056125641
"103",0.743576943874359,0.256423056125641
"104",0.743576943874359,0.256423056125641
"105",0.743576943874359,0.256423056125641
"106",0.743576943874359,0.256423056125641
"107",0.256423085927963,0.743576914072037
"108",0.256423085927963,0.743576914072037
"109",0.743576943874359,0.256423056125641
