"","X1","X2"
"1",0.898628904984707,0.101371095015293
"2",0.204648340435883,0.795351659564117
"3",0.213213762837278,0.786786237162722
"4",0.19996192449208,0.80003807550792
"5",0.215546739698238,0.784453260301762
"6",0.212806855123617,0.787193144876383
"7",0.222171764347607,0.777828235652393
"8",0.206407653104693,0.793592346895307
"9",0.897267826754814,0.102732173245186
"10",0.898181441620085,0.101818558379915
"11",0.193709209985773,0.806290790014227
"12",0.212827851077878,0.787172148922122
"13",0.892931180442964,0.107068819557036
"14",0.197245423113477,0.802754576886523
"15",0.898024766172019,0.101975233827981
"16",0.217434198967567,0.782565801032433
"17",0.217229609918342,0.782770390081658
"18",0.220569839040161,0.779430160959839
"19",0.232220300570758,0.767779699429242
"20",0.892492431149844,0.107507568850156
"21",0.895781017959142,0.104218982040858
"22",0.884682489174568,0.115317510825432
"23",0.895976890015035,0.104023109984965
"24",0.894723586828296,0.105276413171704
"25",0.893149128130319,0.106850871869681
"26",0.889918893089395,0.110081106910605
"27",0.897589894086465,0.102410105913535
"28",0.89438415369534,0.10561584630466
"29",0.899914122977971,0.100085877022029
"30",0.201385070985014,0.798614929014986
"31",0.207313659512878,0.792686340487122
"32",0.217663950544433,0.782336049455567
"33",0.895331243387008,0.104668756612992
"34",0.208133389804776,0.791866610195224
"35",0.192977837872152,0.807022162127848
"36",0.20995242984822,0.79004757015178
"37",0.220951697680247,0.779048302319753
"38",0.224417555761559,0.775582444238441
"39",0.149749716334754,0.850250283665246
"40",0.215165778229694,0.784834221770306
"41",0.893688032023728,0.106311967976272
"42",0.897500274332077,0.102499725667923
"43",0.890586231663562,0.109413768336438
"44",0.229338911656371,0.770661088343629
"45",0.22011029324688,0.77988970675312
"46",0.894801512851127,0.105198487148873
"47",0.898578547977953,0.101421452022047
"48",0.216465640836641,0.783534359163359
"49",0.219429035679309,0.780570964320691
"50",0.894305331632619,0.105694668367381
"51",0.225928631801329,0.774071368198671
"52",0.214572286626652,0.785427713373348
"53",0.899914810881037,0.100085189118963
"54",0.21044945958017,0.78955054041983
"55",0.893958354671641,0.106041645328359
"56",0.187000121943998,0.812999878056002
"57",0.21350038949972,0.78649961050028
"58",0.221650581744859,0.778349418255141
"59",0.222204206755751,0.777795793244249
"60",0.213330084694537,0.786669915305463
"61",0.204136671152835,0.795863328847165
"62",0.893503449541781,0.106496550458219
