"","NO","YES"
"1",0.743576943874359,0.256423056125641
"2",0.256423085927963,0.743576914072037
"3",0.743576943874359,0.256423056125641
"4",0.256423085927963,0.743576914072037
"5",0.256423085927963,0.743576914072037
"6",0.256423085927963,0.743576914072037
"7",0.256423085927963,0.743576914072037
"8",0.256423085927963,0.743576914072037
"9",0.256423085927963,0.743576914072037
"10",0.256423085927963,0.743576914072037
"11",0.256423085927963,0.743576914072037
"12",0.256423085927963,0.743576914072037
"13",0.743576943874359,0.256423056125641
"14",0.743576943874359,0.256423056125641
"15",0.743576943874359,0.256423056125641
"16",0.256423085927963,0.743576914072037
"17",0.256423085927963,0.743576914072037
"18",0.256423085927963,0.743576914072037
"19",0.743576943874359,0.256423056125641
"20",0.743576943874359,0.256423056125641
"21",0.256423085927963,0.743576914072037
"22",0.743576943874359,0.256423056125641
"23",0.256423085927963,0.743576914072037
"24",0.743576943874359,0.256423056125641
"25",0.256423085927963,0.743576914072037
"26",0.743576943874359,0.256423056125641
