"","NO","YES"
"1",0.999995832910495,4.16708950545797e-06
"2",0.0988471392817247,0.901152860718275
"3",0.999945152412283,5.48475877166776e-05
"4",0.00200663616106489,0.997993363838935
"5",0.0267582667244427,0.973241733275557
"6",0.0395046069706173,0.960495393029383
"7",9.63373151003921e-05,0.9999036626849
"8",0.000115497107611495,0.999884502892389
"9",0.00811488495210255,0.991885115047897
"10",0.00612107404201478,0.993878925957985
"11",0.0267400885788643,0.973259911421136
"12",9.44621642561261e-05,0.999905537835744
"13",0.934490917464962,0.065509082535038
"14",0.998835536684402,0.00116446331559761
"15",0.999836987508691,0.000163012491309011
"16",0.00919256395015344,0.990807436049847
"17",0.134671651703334,0.865328348296666
"18",0.0109493474503692,0.989050652549631
"19",0.8474087711565,0.1525912288435
"20",0.682136652144138,0.317863347855862
"21",0.0119914692486561,0.988008530751344
"22",0.99723761300352,0.00276238699648035
"23",0.0172703516187552,0.982729648381245
"24",0.456302004864124,0.543697995135876
"25",0.00079439975409501,0.999205600245905
"26",0.982319267955676,0.0176807320443235
